1488666815,188826,0
1488666815,188829,0
1488666815,188833,0
1488666815,188837,0
1488666815,188841,0
1488666815,188845,0
1488666815,188849,0
1488666815,188852,0
1488666815,188856,0
1488666815,188860,0
1488666815,188864,0
1488666816,188868,0
1488666816,188871,0
1488666816,188875,0
1488666816,188879,0
1488666816,188883,0
1488666816,188887,0
1488666816,188891,0
1488666816,188894,0
1488666816,188898,0
1488666816,188902,0
1488666816,188906,0
1488666816,188910,0
1488666816,188913,0
1488666816,188917,0
1488666816,188921,0
1488666816,188925,0
1488666816,188929,0
1488666816,188933,0
1488666816,188936,0
1488666816,188940,0
1488666816,188944,0
1488666816,188948,0
1488666816,188952,0
1488666816,188955,0
1488666816,188959,0
1488666816,188963,0
1488666816,188967,0
1488666816,188971,0
1488666816,188975,0
1488666816,188978,0
1488666816,188982,0
1488666816,188986,0
1488666816,188990,0
1488666816,188994,0
1488666816,188998,0
1488666816,189001,0
1488666816,189005,0
1488666816,189009,0
1488666816,189013,0
1488666816,189017,0
1488666816,189020,0
1488666816,189024,0
1488666816,189028,0
1488666816,189032,0
1488666816,189036,0
1488666816,189040,0
1488666816,189043,0
1488666816,189047,0
1488666816,189051,0
1488666816,189055,0
1488666816,189059,0
1488666816,189062,0
1488666816,189066,0
1488666816,189070,0
1488666816,189074,0
1488666816,189078,0
1488666816,189082,0
1488666816,189085,0
1488666816,189089,0
1488666816,189093,0
1488666816,189097,0
1488666816,189101,0
1488666816,189104,0
1488666816,189108,0
1488666816,189112,0
1488666816,189116,0
1488666816,189120,0
1488666816,189124,0
1488666816,189127,0
1488666816,189131,0
1488666816,189135,0
1488666816,189139,0
1488666816,189143,0
1488666816,189147,0
1488666816,189150,0
1488666816,189154,0
1488666816,189158,0
1488666816,189162,0
1488666816,189166,0
1488666816,189169,0
1488666816,189173,0
1488666816,189177,0
1488666816,189181,0
1488666816,189185,0
1488666816,189189,0
1488666816,189192,0
1488666816,189196,0
1488666816,189200,0
1488666816,189204,0
1488666816,189208,0
1488666816,189211,0
1488666816,189215,0
1488666816,189219,0
1488666816,189223,0
1488666816,189227,0
1488666816,189231,0
1488666816,189234,0
1488666816,189238,0
1488666816,189242,0
1488666816,189246,0
1488666816,189250,0
1488666816,189254,0
1488666816,189257,0
1488666816,189261,0
1488666816,189265,0
1488666816,189269,0
1488666816,189273,0
1488666816,189276,0
1488666816,189280,0
1488666816,189284,0
1488666816,189288,0
1488666816,189292,0
1488666816,189296,0
1488666816,189299,0
1488666816,189303,0
1488666816,189307,0
1488666816,189311,0
1488666816,189315,0
1488666816,189318,0
1488666816,189322,0
1488666816,189326,0
1488666816,189330,0
1488666816,189334,0
1488666816,189338,0
1488666816,189341,0
1488666816,189345,0
1488666816,189349,0
1488666816,189353,0
1488666816,189357,0
1488666816,189360,0
1488666816,189364,0
1488666816,189368,0
1488666816,189372,0
1488666816,189376,0
1488666816,189380,0
1488666816,189383,0
1488666816,189387,0
1488666816,189391,0
1488666816,189395,0
1488666816,189399,0
1488666816,189403,0
1488666816,189406,0
1488666816,189410,0
1488666816,189414,0
1488666816,189418,0
1488666816,189422,0
1488666816,189425,0
1488666816,189429,0
1488666816,189433,0
1488666816,189437,0
1488666816,189441,0
1488666816,189445,0
1488666816,189448,0
1488666816,189452,0
1488666816,189456,0
1488666816,189460,0
1488666816,189464,0
1488666816,189467,0
1488666816,189471,0
1488666816,189475,0
1488666816,189479,0
1488666816,189483,0
1488666816,189487,0
1488666816,189490,0
1488666816,189494,0
1488666816,189498,0
1488666816,189502,0
1488666816,189506,0
1488666816,189509,0
1488666816,189513,0
1488666816,189517,0
1488666816,189521,0
1488666816,189525,0
1488666816,189529,0
1488666816,189532,0
1488666816,189536,0
1488666816,189540,0
1488666816,189544,0
1488666816,189548,0
1488666816,189552,0
1488666816,189555,0
1488666816,189559,0
1488666816,189563,0
1488666816,189567,0
1488666816,189571,0
1488666816,189574,0
1488666816,189578,0
1488666816,189582,0
1488666816,189586,0
1488666816,189590,0
1488666816,189594,0
1488666816,189597,0
1488666816,189601,0
1488666816,189605,0
1488666816,189609,0
1488666816,189613,0
1488666816,189616,0
